NC_000852	JF411744
NC_076224	MG837569
NC_076225	MG837571
NC_076229	MG887747
NC_076230	MG958506
NC_076231	MG967280
NC_076232	MG969167
NC_076233	MH017546
NC_076234	MH017563
NC_076235	MH111125
NC_076236	MH111126
NC_076237	MH111138
NC_076238	MH111148
NC_076239	MH129615
NC_076240	MH188031
NC_076241	MH188036
NC_076242	MH255796
NC_076243	MH286883
NC_076244	MH323437
NC_076245	MH368041
NC_076246	MH370144
NC_076247	MH396440
NC_076248	MH444690
NC_076249	MH477287
NC_076250	MH477288
NC_076251	MH500283
NC_076252	MH500284
NC_076253	MH500286
NC_076254	MH500289
NC_076255	MH500297
NC_076256	MH500298
NC_076257	MH500301
NC_076258	MH500303
NC_076259	MH500307
NC_076260	MH507505
NC_076261	MH507506
NC_076262	MH577020
NC_076263	MH620818
NC_076264	MH638372
NC_076265	MH648611
NC_076266	MH688524
NC_076267	MH778545
NC_076268	MH807204
NC_076269	MH900516
NC_076270	MH939361
NC_076271	MH939363
NC_076272	MH939370
NC_076273	MH939374
NC_076274	MH939377
NC_076275	MH939382
NC_076276	MH939384
NC_076277	MH939385
NC_076278	MH939397
NC_076279	MH939417
NC_076280	MH939427
NC_076281	MH939431
NC_076282	MH939435
NC_076283	MH939436
NC_076284	MH939438
NC_076285	MH939442
NC_076286	MH939446
NC_076287	MH973741
NC_076289	MH982249
NC_076290	MH982250
NC_076291	MH988457
NC_076292	MH988458
NC_076293	MK014742
NC_076294	MK026591
NC_076295	MK032307
NC_076296	MK032696
NC_076297	MK032701
NC_076298	MK032702
NC_076299	MK032703
NC_076300	MK032704
NC_076301	MK032705
NC_076302	MK032708
NC_076303	MK032709
NC_076304	MK032710
NC_076305	MK032712
NC_076306	MK032714
NC_076307	MK032715
NC_076308	MK032716
NC_076309	MK032717
NC_076310	MK032718
NC_076311	MK032719
NC_076312	MK032721
NC_076313	MK032723
NC_076314	MK032724
NC_076315	MK032726
NC_076316	MK032727
NC_076317	MK032728
NC_076318	MK032731
NC_076319	MK032733
NC_076320	MK032735
NC_076321	MK032736
NC_076322	MK032737
NC_076323	MK032738
NC_076324	MK032739
NC_076325	MK032740
NC_076326	MK032742
NC_076327	MK032747
NC_076328	MK032748
NC_076329	MK032749
NC_076330	MK032752
NC_076331	MK032753
NC_076332	MK032754
NC_076333	MK032755
NC_076334	MK032756
NC_076335	MK032759
NC_076336	MK050014
NC_076337	MK069470
NC_076338	MK110656
NC_076339	MK212031
NC_076340	MK227353
NC_076341	MK249235
NC_076342	MK249239
NC_076343	MK249240
NC_076344	MK249242
NC_076345	MK249245
NC_076346	MK249294
NC_076347	MK249305
NC_076348	MK279481
NC_076349	MK371353
NC_076350	MK433234
NC_076351	MK433236
NC_076352	MK433237
NC_076353	MK433239
NC_076354	MK433240
NC_076355	MK433241
NC_076356	MK433242
NC_076357	MK440629
NC_076358	MK483072
NC_076359	MK483073
NC_076360	MK483075
NC_076361	MK483076
NC_076362	MK483077
NC_076363	MK483078
NC_076364	MK483080
NC_076365	MK483082
NC_076366	MK483084
NC_076367	MK507958
NC_076368	MK513528
NC_076369	MK513529
NC_076370	MK513533
NC_076371	MK542706
NC_076372	MK543949
NC_076373	MK546380
NC_076374	MK570200
NC_076375	MK570209
NC_076376	MK570210
NC_076377	MK570213
NC_076378	MK570217
NC_076379	MK584837
NC_076380	MK584838
NC_076381	MK584839
NC_076382	MK584840
NC_076383	MK584841
NC_076384	MK584842
NC_076385	MK584843
NC_076386	MK584844
NC_076387	MK584845
NC_076388	MK584846
NC_076389	MK584847
NC_076390	MK584848
NC_076391	MK584851
NC_076392	MK584852
NC_076393	MK584853
NC_076394	MK584858
NC_076395	MK598003
NC_076396	MK643151
NC_076397	MK677430
NC_076398	MK695679
NC_076399	MK738141
NC_076400	MK780203
NC_076401	MK796234
NC_076402	MK796235
NC_076403	MK796236
NC_076404	MK882499
NC_076405	MK947371
NC_076406	MK947372
NC_076407	MK947373
NC_076408	MK947376
NC_076409	MK957246
NC_076410	MK962759
NC_076411	MK962760
NC_076412	MK971153
NC_076413	MK988619
NC_076414	MK988620
NC_076415	MN025503
NC_076416	MN025520
NC_076417	MN031239
NC_076418	MN031240
NC_076419	MN031278
NC_076420	MN034260
NC_076421	MN035745
NC_076422	MN059431
NC_076423	MN103538
NC_076424	MN167499
NC_076425	MN175613
NC_076426	MN175615
NC_076427	MN190034
NC_076428	MN203219
NC_076429	MN265364
NC_076430	MN273311
NC_076431	MN371255
NC_076432	MN379604
NC_076433	MN379605
NC_076434	MN379608
NC_076435	MN379609
NC_076436	MN379612
NC_076437	MN379614
NC_076438	MN379615
NC_076439	MN379619
NC_076440	MN379620
NC_076441	MN379621
NC_076442	MN379622
NC_076443	MN379623
NC_076444	MN379627
NC_076445	MN386971
NC_076446	MN396757
NC_076447	MN473199
NC_076448	MN520414
NC_076449	MN529627
NC_076450	MN547623
NC_076451	MN552442
NC_076452	MN556995
NC_076453	MN556998
NC_076454	MN556999
NC_076455	MN557000
NC_076456	MN557001
NC_076457	MN557002
NC_076458	MN557003
NC_076459	MN557004
NC_076460	MN557005
NC_076461	MN557006
NC_076462	MN567051
NC_076463	MN585201
NC_076464	MN595125
NC_076465	MN595127
NC_076466	MN599998
NC_076467	MN614472
NC_076468	MN661033
NC_076469	MN708482
NC_076470	MN708485
NC_076471	MN715322
NC_076472	MN781667
NC_076473	MN794870
NC_076474	MN823668
NC_076475	MN823669
NC_076476	MN823671
NC_076477	MN823676
NC_076478	MN901968
NC_076479	MN928506
NC_076480	MN928911
NC_076481	MN928918
NC_076482	MN928919
NC_076483	MN994854
NC_076484	MN994868
NC_076485	MT045996
NC_076486	MT050041
NC_076487	MT153372
NC_076488	MT153386
NC_076489	MT153454
NC_076490	MT153466
NC_076491	MT157413
NC_076492	MT259204
NC_076493	MT309857
NC_076494	MT325641
NC_076495	MT409627
NC_076496	MT649486
NC_076497	MW039254
NC_076498	MW039256
NC_076499	MW039258
NC_076500	MW039259
NC_076501	MW039260
NC_076502	MW039261
NC_076503	KF533697
NC_076504	MW721934
NC_076505	D13954
NC_076508	MG600106
NC_076509	MG989243
NC_076510	MT185675
NC_076512	MT862163
NC_076513	MT900475
NC_076514	AB110977
NC_076517	AF534641
NC_076518	AM087548
NC_076519	AM087549
NC_076520	AM087550
NC_076521	AY172454
NC_076522	AY542965
NC_076523	BK010423
NC_076524	BK010425
NC_076525	BK010426
NC_076526	BK010427
NC_076527	BK010428
NC_076528	BK010429
NC_076529	BK010431
NC_076530	BK010736
NC_076531	BK014479
NC_076532	BK014480
NC_076533	BK014572
NC_076534	BR001666
NC_076535	BR001752
NC_076552	HE588148
NC_076553	JN222389
NC_076554	JN654496
NC_076555	JQ013377
NC_076556	JX401537
NC_076557	JX401538
NC_076559	KC792591
NC_076560	KF026355
NC_076561	KF031943
NC_076563	KF803546
NC_076564	KF803547
NC_076565	KF951328
NC_076566	KJ462512
NC_076567	KJ462514
NC_076568	KJ485703
NC_076569	KJ562187
NC_076571	KJ667051
NC_076572	KJ873059
NC_076574	KM517201
NC_076575	KP705075
NC_076583	KP900890
NC_076586	KR612230
NC_076587	KT365895
NC_076588	KT365896
NC_076589	KU291923
NC_076590	KX013549
NC_076591	KX148553
NC_076592	KX589065
NC_076593	KY357495
NC_076594	KY357496
NC_076595	KY357500
NC_076596	KY357507
NC_076597	KY370098
NC_076598	KY906214
NC_076599	LC150612
NC_076600	LC333754
NC_076601	LC333755
NC_076602	LC333757
NC_076603	LC373513
NC_076604	LC425112
NC_076606	LC487411
NC_076607	LC488189
NC_076608	LC514055
NC_076609	LC530175
NC_076610	LC573287
NC_076611	LC585887
NC_076612	LC586030
NC_076613	LC596823
NC_076615	MF375883
NC_076616	MF375884
NC_076621	MF521431
NC_076622	MF536690
NC_076623	MG020024
NC_076624	MG203877
NC_076625	MG203878
NC_076626	MG571900
NC_076627	MG600013
NC_076628	MG721540
NC_076629	MG923574
NC_076630	MH037014
NC_076631	MH084695
NC_076632	MH213246
NC_076633	MH292861
NC_076634	MH316122
NC_076635	MH325329
NC_076636	MH347276
NC_076637	MH447987
NC_076638	MH536506
NC_076639	MH766491
NC_076640	MH766492
NC_076641	MH766497
NC_076642	MH766498
NC_076643	MH766499
NC_076644	MH766500
NC_076645	MH766501
NC_076646	MH766502
NC_076647	MH766503
NC_076648	MH822964
NC_076649	MH822965
NC_076650	MH823901
NC_076651	MH823902
NC_076652	MH923363
NC_076653	MK012336
NC_076654	MK033478
NC_076655	MK050792
NC_076656	MK079847
NC_076657	MK182569
NC_076658	MK189193
NC_076659	MK279472
NC_076660	MK279473
NC_076661	MK279474
NC_076662	MK279475
NC_076663	MK279488
NC_076664	MK279500
NC_076665	MK279503
NC_076666	MK279504
NC_076667	MK279505
NC_076668	MK279506
NC_076669	MK372892
NC_076670	MK372894
NC_076671	MK372895
NC_076672	MK372896
NC_076673	MK372899
NC_076674	MK372900
NC_076675	MK372901
NC_076676	MK372903
NC_076677	MK372906
NC_076678	MK372907
NC_076679	MK372908
NC_076680	MK372909
NC_076681	MK375261
NC_076682	MK419956
NC_076683	MK460433
NC_076684	MK472068
NC_076685	MK472070
NC_076686	MK473367
NC_076687	MK514426
NC_076688	MK558256
NC_076689	MK558257
NC_076690	MK558258
NC_076691	MK558259
NC_076692	MK558262
NC_076693	MK584828
NC_076694	MK584829
NC_076695	MK584831
NC_076696	MK605686
NC_076697	MK611985
NC_076698	MK618655
NC_076699	MK682513
NC_076700	MK682514
NC_076701	MK682515
NC_076702	MK682516
NC_076703	MK682517
NC_076704	MK682518
NC_076705	MK682519
NC_076706	MK738138
NC_076707	MK738139
NC_076708	MK738142
NC_076709	MK738143
NC_076710	MK770441
NC_076711	MK984598
NC_076712	MK984600
NC_076713	MN043682
NC_076714	MN045233
NC_076715	MN047299
NC_076716	MN053272
NC_076717	MN058206
NC_076718	MN058208
NC_076719	MN058214
NC_076720	MN103537
NC_076721	MN153802
NC_076722	MN161561
NC_076723	MN161566
NC_076724	MN161572
NC_076725	MN172262
NC_076726	MN176979
NC_076727	MN180070
NC_076728	MN233792
NC_076729	MN295969
NC_076730	MN379590
NC_076731	MN386962
NC_076732	MN386963
NC_076733	MN448505
NC_076734	MN510772
NC_076735	MN510773
NC_076736	MN532588
NC_076737	MN532589
NC_076738	MN532590
NC_076739	MN532591
NC_076740	MN532592
NC_076741	MN532593
NC_076742	MN532594
NC_076743	MN532595
NC_076744	MN532596
NC_076745	MN532597
NC_076746	MN532598
NC_076747	MN532599
NC_076748	MN532600
NC_076749	MN532601
NC_076750	MN532602
NC_076751	MN532603
NC_076752	MN532604
NC_076753	MN532605
NC_076754	MN532606
NC_076755	MN532607
NC_076756	MN532608
NC_076757	MN532609
NC_076758	MN532610
NC_076759	MN532611
NC_076760	MN532612
NC_076761	MN532613
NC_076762	MN532614
NC_076763	MN532616
NC_076764	MN532621
NC_076765	MN532622
NC_076766	MN532623
NC_076767	MN532624
NC_076768	MN532625
NC_076769	MN532626
NC_076770	MN532627
NC_076771	MN532628
NC_076772	MN532629
NC_076773	MN532630
NC_076774	MN532631
NC_076775	MN532632
NC_076776	MN532633
NC_076777	MN532634
NC_076778	MN532635
NC_076779	MN532636
NC_076780	MN532637
NC_076781	MN532638
NC_076782	MN532639
NC_076783	MN532640
NC_076784	MN532641
NC_076785	MN532642
NC_076786	MN532643
NC_076787	MN532644
NC_076788	MN532645
NC_076789	MN532646
NC_076790	MN532647
NC_076791	MN532648
NC_076792	MN532649
NC_076793	MN532650
NC_076794	MN532651
NC_076795	MN532653
NC_076796	MN532654
NC_076797	MN532655
NC_076798	MN532656
NC_076799	MN532657
NC_076800	MN532658
NC_076801	MN532659
NC_076802	MN532660
NC_076803	MN532661
NC_076804	MN532662
NC_076805	MN532663
NC_076806	MN532664
NC_076807	MN532665
NC_076808	MN532666
NC_076809	MN532667
NC_076810	MN532668
NC_076811	MN532669
NC_076812	MN532670
NC_076813	MN532671
NC_076814	MN532672
NC_076815	MN532674
NC_076816	MN532675
NC_076817	MN532676
NC_076818	MN532677
NC_076819	MN532678
NC_076820	MN551102
NC_076821	MN551105
NC_076822	MN551121
NC_076823	MN560974
NC_076824	MN586595
NC_076825	MN600000
NC_076826	MN605467
NC_076827	MN605468
NC_076828	MN605469
NC_076829	MN605470
NC_076830	MN605471
NC_076831	MN605472
NC_076832	MN605473
NC_076833	MN605476
NC_076834	MN605477
NC_076835	MN605478
NC_076836	MN605479
NC_076837	MN605480
NC_076838	MN605481
NC_076839	MN605482
NC_076840	MN605483
NC_076841	MN607592
NC_076842	MN607594
NC_076843	MN617150
NC_076844	MN617151
NC_076845	MN617152
NC_076846	MN617169
NC_076847	MN617171
NC_076848	MN617762
NC_076849	MN617763
NC_076850	MN617764
NC_076851	MN617766
NC_076852	MN621474
NC_076854	MN701059
NC_076855	MN714662
NC_076856	MN714663
NC_076857	MN734702
NC_076858	MN736966
NC_076859	MN736968
NC_076860	MN744720
NC_076861	MN793997
NC_076862	MN831436
NC_076863	MN853672
NC_076864	MN872813
NC_076865	MN944023
NC_076866	MN961271
NC_076867	MN963996
NC_076868	MT013216
NC_076869	MT040195
NC_076870	MT062429
NC_076871	MT062430
NC_076872	MT062431
NC_076873	MT090966
NC_076874	MT153376
NC_076875	MT153457
NC_076876	MT153499
NC_076877	MT153516
NC_076878	MT153546
NC_076879	MT153547
NC_076880	MT181534
NC_076881	MT216310
NC_076882	MT232758
NC_076883	MT247721
NC_076884	MT269788
NC_076885	MT269853
NC_076886	MT293410
NC_076887	MT293413
NC_076888	MT293414
NC_076889	MT293416
NC_076890	MT293418
NC_076891	MT293421
NC_076892	MT293425
NC_076893	MT293426
NC_076894	MT293429
NC_076895	MT293574
NC_076896	MT348706
NC_076897	MT354565
NC_076898	MT381995
NC_076899	MT447187
NC_076900	MT506024
NC_076901	MT506025
NC_076902	MT513101
NC_076903	MT676452
NC_076904	MT790493
NC_076905	MT844067
NC_076906	MT860232
NC_076907	MT876192
NC_076908	MT907511
NC_076909	MT952336
NC_076910	MT989351
NC_076911	MT997159
NC_076912	MT997160
NC_076913	MW014292
NC_076914	MW039593
NC_076915	MW052080
NC_076916	MW093492
NC_076917	MW176107
NC_076918	MW249011
NC_076919	MW288166
NC_076920	MW288170
NC_076921	MW288203
NC_076922	MW288226
NC_076923	MW289237
NC_076924	MW291694
NC_076925	MW291695
NC_076926	MW314717
NC_076927	MW314718
NC_076928	MW323519
NC_076929	MW491751
NC_076930	MW491752
NC_076931	MW491753
NC_076932	MW491754
NC_076933	MW491755
NC_076934	MW491756
NC_076935	MW491757
NC_076936	MW491758
NC_076937	MW491759
NC_076938	MW491760
NC_076939	MW557336
NC_076940	MW561977
NC_076941	MW579602
NC_076942	MW842984
NC_076943	MW864602
NC_076944	MW864603
NC_076945	MZ311577
NC_076946	MZ311578
NC_076947	U01866
NC_076948	JN635296
NC_076951	MN561699
NC_076955	MT303062
NC_076959	LT795119
NC_076960	LT827054
NC_076961	LN610993
NC_076962	LN811050
NC_076963	MG471437
NC_076964	MT012704
NC_076965	LC492974
NC_076966	MK360902
NC_076967	MH932584
NC_076968	MT900474
NC_076969	AP018495
NC_076970	BK014297
NC_076971	BK014298
NC_076972	BK014299
NC_076973	BK014300
NC_076974	BK014301
NC_076975	BK014302
NC_076976	BK014303
NC_076977	BK014304
NC_076978	BK014305
NC_076979	BK014307
NC_076980	BK014308
NC_076981	BK014309
NC_076982	BK014316
NC_076983	BK014417
NC_076984	BK059306
NC_076985	BK059310
NC_076986	BK059311
NC_076987	BK061547
NC_076988	BK061669
NC_076989	BK061670
NC_076990	BK061671
NC_076991	BK061672
NC_076992	BK061673
NC_076993	BK062752
NC_076995	KC580640
NC_076997	KU981083
NC_076998	KX035107
NC_076999	KY214444
NC_077000	KY370100
NC_077001	KY370101
NC_077004	LC379168
NC_077005	LC604019
NC_077007	MF420353
NC_077008	MG323924
NC_077009	MG745670
NC_077010	MG745671
NC_077011	MG745672
NC_077012	MG745673
NC_077013	MG745677
NC_077014	MG748715
NC_077015	MH282908
NC_077016	MH714707
NC_077017	MH784952
NC_077018	MK028683
NC_077019	MK189195
NC_077021	MK415316
NC_077022	MK415317
NC_077023	MK618726
NC_077024	MK636874
NC_077025	MK746083
NC_077026	MK910227
NC_077027	MK936045
NC_077028	MK955929
NC_077029	MN099038
NC_077030	MN164712
NC_077031	MN166196
NC_077032	MN175612
NC_077033	MN175614
NC_077034	MN176052
NC_077035	MN181466
NC_077036	MN190158
NC_077037	MN312221
NC_077038	MN364694
NC_077039	MN373268
NC_077040	MN553040
NC_077041	MN617042
NC_077042	MN617052
NC_077043	MN617053
NC_077044	MN617061
NC_077046	MN648455
NC_077047	MN689395
NC_077048	MN714643
NC_077049	MN714687
NC_077050	MN765189
NC_077051	MN765191
NC_077052	MN944106
NC_077053	MN971591
NC_077054	MN971592
NC_077055	MN982959
NC_077056	MT028514
NC_077057	MT062425
NC_077058	MT085340
NC_077059	MT110148
NC_077061	MT247730
NC_077062	MT247758
NC_077063	MT247759
NC_077064	MT247760
NC_077065	MT341473
NC_077066	MT393593
NC_077067	MT418680
NC_077068	MT473961
NC_077069	MT498824
NC_077070	MT501685
NC_077071	MT533598
NC_077072	MT533610
NC_077073	MT551010
NC_077074	MT580795
NC_077075	MT610105
NC_077076	MT610106
NC_077077	MT663534
NC_077078	MT707947
NC_077079	MT734804
NC_077080	MT734805
NC_077081	MT734806
NC_077082	MT734807
NC_077083	MT734808
NC_077084	MT757670
NC_077085	MT766309
NC_077086	MT766312
NC_077087	MT770849
NC_077088	MT875151
NC_077089	MT995746
NC_077090	MW017456
NC_077091	MW017457
NC_077092	MW018138
NC_077093	MW117114
NC_077094	MW256666
NC_077095	MW256667
NC_077096	MW303999
NC_077097	MW306771
NC_077098	MW306775
NC_077099	MW306778
NC_077100	MW423801
NC_077101	MW423802
NC_077102	MW423803
NC_077103	MW545173
NC_077104	MW546936
NC_077105	MW550041
NC_077106	MW645368
NC_077107	MW648481
NC_077108	MW656214
NC_077109	MW686208
NC_077110	MW752165
NC_077111	MW798173
NC_077112	MW814911
NC_077113	MW826497
NC_077114	MW826525
NC_077115	MW881235
NC_077116	MW897022
NC_077117	MW897041
NC_077118	MW972223
NC_077119	MZ100069
NC_077120	MZ209613
NC_077121	MZ209652
NC_077122	MZ209654
NC_077123	MZ209657
NC_077124	MZ209674
NC_077125	MZ209771
NC_077126	MZ209782
NC_077127	MZ209903
NC_077128	MZ210022
NC_077129	MZ328291
NC_077130	MZ328293
NC_077131	MZ350964
NC_077132	MZ350965
NC_077133	MZ350966
NC_077134	MZ350967
NC_077135	MZ350968
NC_077136	MZ350969
NC_077137	MZ350973
NC_077138	MZ357124
NC_077139	MZ364297
NC_077140	MZ382570
NC_077141	MZ382572
NC_077142	MZ382573
NC_077143	MZ502383
NC_077144	MZ604582
NC_077145	MZ604590
NC_077146	MZ664274
NC_077147	MZ766431
NC_077148	MZ813278
NC_077149	MZ822104
NC_077150	MZ969066
NC_077151	MZ983390
NC_077152	OK032418
NC_077153	OK086697
NC_077154	OK086698
NC_077155	OK091173
NC_077156	OK236393
NC_077157	OK491485
NC_077158	OK491499
NC_077159	OK558607
NC_077160	OK634395
NC_077161	OK634396
NC_077162	OK721096
NC_077163	OL377732
NC_077164	OL420709
NC_077165	OL630968
NC_077166	OL704826
NC_077167	OL704827
NC_077168	OL704828
NC_077169	OL704833
NC_077170	OL890646
NC_077171	OM030289
NC_077172	OM030290
NC_077173	OM030292
NC_077174	OM049502
NC_077175	OM154940
NC_077176	OM154942
NC_077177	OM154943
NC_077178	OM154944
NC_077179	OM154945
NC_077180	OM154946
NC_077181	OM154947
NC_077182	OM154948
NC_077183	OM154949
NC_077184	OM154950
NC_077185	OM262451
NC_077186	OM262452
NC_077187	OM262453
NC_077188	OM262456
NC_077189	OM262457
NC_077190	OM262458
NC_077191	OM262459
NC_077192	OM320812
NC_077193	OM372677
NC_077194	OM869595
NC_077195	OM869597
NC_077196	OM869613
NC_077197	ON324066
NC_077198	ON324069
NC_077199	ON324071
NC_077200	ON324100
NC_077201	ON324103
NC_077202	ON324104
NC_077203	ON324106
NC_077204	ON324107
NC_077205	ON324108
NC_077206	ON596192
NC_077207	ON596195
NC_077208	ON596196
NC_077209	ON596197
NC_077210	ON649698
NC_077211	ON649699
NC_077212	ON649700
NC_077213	ON649701
NC_077214	ON649702
NC_077215	OP880254
NC_077216	LT559483
NC_077218	LS484712
NC_077219	LS992584
NC_077220	LR216006
NC_077221	HG999358
NC_077666	M29979
NC_077667	M63194
NC_077668	M32750
NC_077669	L37904
NC_077670	L37903
NC_077671	L37902
NC_077674	AB084453
NC_077675	AB084452
NC_077680	KC706615
NC_077695	JN196537
NC_077696	JN196536
NC_077711	AJ557450
NC_077712	AJ557454
NC_077719	KU683748
NC_077720	KU683750
NC_077721	KU984972
NC_077722	KU984974
NC_077723	KU984973
NC_077724	KU984975
NC_077725	KU984970
NC_077726	KU984966
NC_077727	KU984968
NC_077728	KU984969
NC_077729	KU984967
NC_077730	KU984971
NC_077751	AB914765
NC_077752	AB914767
NC_077753	AB914760
NC_077754	AB914761
NC_077755	AB914769
NC_077756	AB914762
NC_077757	AB914763
NC_077758	AB914764
NC_077759	AB914766
NC_077760	AB914768
NC_077761	KM817602
NC_077762	KM817601
NC_077763	KM817597
NC_077764	KM817596
NC_077769	X84034
NC_077770	X84035
NC_077800	KY867751
NC_077801	KY867750
NC_077802	KT444610
NC_077803	KT444609
NC_077806	AY847351
NC_077807	AY847350
NC_077808	EF485030
NC_077809	EF485031
NC_077810	EF485032
NC_077817	KF688736
NC_077817	KF688737
NC_077818	KF688739
NC_077819	KF688738
NC_077825	FJ822962
NC_077826	AY867502
NC_077827	FJ822961
NC_077828	MH484338
NC_077829	MH484337
NC_077830	MH484336
NC_077831	MH484306
NC_077832	MH484308
NC_077833	MH484307
NC_077834	KF697149
NC_077835	KF697148
NC_077836	KF697150
NC_077837	HM159621
NC_077838	HM159622
NC_077839	HM159613
NC_077840	HM159614
NC_077841	HM159616
NC_077842	HM159615
NC_077843	HM159617
NC_077844	HM159619
NC_077845	HM159618
NC_077846	HM159620
NC_077869	MK330764
NC_077870	MK330762
NC_077871	MK330763
NC_077898	MH484348
NC_077899	MH484349
NC_077900	MH484350
NC_077913	KP792692
NC_077914	KP792691
NC_077915	KP792693
NC_077916	KP835520
NC_077917	KP835518
NC_077918	KP835519
NC_077925	MG821228
NC_077926	MG821227
NC_077927	MG821226
NC_077928	KY013487
NC_077929	KY013488
NC_077930	KY013489
NC_077934	KY569262
NC_077935	KY569264
NC_077936	KY569263
NC_077940	MH017281
NC_077941	MH017275
NC_077942	MH017269
NC_077946	MH017278
NC_077947	MH017284
NC_077948	MH017271
NC_077970	MH484331
NC_077971	MH484332
NC_077972	MH484330
NC_077973	MG029270
NC_077974	MG029269
NC_077975	MG029271
NC_077979	MG029287
NC_077980	MG029289
NC_077981	MG029288
NC_077982	KM280937
NC_077983	KM280929
NC_077984	KM280924
NC_077985	KY793539
NC_077986	KY793537
NC_077987	KY793538
NC_078003	MH484312
NC_078004	MH015350
NC_078005	MH102378
NC_078006	MF511055
NC_078007	MF511056
NC_078008	KX989545
NC_078009	MF511053
NC_078010	MF511052
NC_078011	MF511051
NC_078012	KX989544
NC_078013	KX989546
NC_078014	KX989543
NC_078015	MF511054
NC_078016	MH727576
NC_078017	MH727578
NC_078018	MH727579
NC_078019	MH727572
NC_078020	MH727573
NC_078021	MH727577
NC_078022	MH727574
NC_078023	MH727575
NC_078024	KX778770
NC_078025	KX778773
NC_078026	KX778769
NC_078027	KX778771
NC_078028	KX778766
NC_078029	KX778767
NC_078030	KX778772
NC_078031	KX778768
NC_078032	KY056660
NC_078033	KY056657
NC_078034	KY056661
NC_078035	KY056659
NC_078036	KY056658
NC_078037	MG887756
NC_078038	MG887757
NC_078039	MG887754
NC_078040	MG887755
NC_078041	MF593932
NC_078042	MF593931
NC_078043	MF593933
NC_078044	HM627183
NC_078045	HM627185
NC_078046	HM627184
NC_078047	HM566160
NC_078048	HM566159
NC_078049	HM566158
NC_078050	HM566154
NC_078051	HM566152
NC_078052	HM566153
